cnic,name,name_clean,canonical_cnic,cluster_id
35203-2586696-6,Hamza Zafar,hamza zafar,35207-2534492-9,331
35208-2811987-7,Junaid Ahmed,junaid ahmed,35208-7890972-2,288
35206-6735793-7,Abdullah Bajwa,abdullah bajwa,35202-1603685-2,320
35206-7886243-7,Faisal Dar,faisal dar,35207-7458673-1,358
35201-9448172-1,Muhammad Mahmood,muhammad mahmood,35205-6026350-8,409
35201-2849259-1,Waqas Mahmood,waqas mahmood,35206-2192140-4,69
35206-4333361-5,Abdullah Mahmood,abdullah mahmood,35202-8223959-9,165
35205-8563580-2,Yasir Mehmood,yasir mehmood,35205-3112594-8,156
35203-7167353-8,Hamza Khan,hamza khan,35204-9122047-6,10
35209-2418486-8,Yasir Ali,yasir ali,35204-7681144-9,18
35203-9309811-4,Faisal Akhtar,faisal akhtar,35203-9309811-4,304
35209-7110606-5,Osman Sheikh,osman sheikh,35205-4994849-6,126
35206-2749282-4,Shahzaib Khan,shahzaib khan,35202-1690408-8,148
35209-2233970-2,Rizwan Sheikh,rizwan sheikh,35209-2233970-2,414
35206-1416466-3,Zain Butt,zain butt,35205-1267120-8,64
35205-7601303-2,Asad Nawaz,asad nawaz,35205-2013312-8,102
35201-8864795-2,Rizwan Raza,rizwan raza,35207-7993483-2,395
35209-8853155-1,Zain Ahmed,zain ahmed,35201-3769792-1,173
35204-6550938-7,Waqas Dar,waqas dar,35207-6101602-3,108
35205-2328501-2,Abdullah Dar,abdullah dar,35203-5051066-5,321
35206-4484246-5,Osman Ali,osman ali,35207-1992050-5,220
35205-1257455-6,Faisal Butt,faisal butt,35202-6153355-9,300
35207-4456241-9,Tariq Malik,tariq malik,35201-3985004-5,399
35209-5412959-9,Rizwan Nawaz,rizwan nawaz,35208-3697834-6,262
35207-5479010-9,Farhan Mahmood,farhan mahmood,35209-9871378-1,344
35205-3586058-4,Waqas Bajwa,waqas bajwa,35208-5375698-4,113
35204-7393528-4,Shahzaib Mahmood,shahzaib mahmood,35208-2802462-5,154
35206-5760662-4,Salman Nawaz,salman nawaz,35209-4795850-9,258
35209-7315047-1,Bilal Dar,bilal dar,35207-4040640-6,39
35207-3536169-7,Bilal Iqbal,bilal iqbal,35208-7418817-6,318
35206-3922086-2,Farhan Iqbal,farhan iqbal,35204-4411580-9,30
35206-2382974-9,Farhan Bajwa,farhan bajwa,35203-5480898-4,355
35202-5579563-1,Ali Ahmed,ali ahmed,35203-8625804-4,40
35208-9449082-7,Bilal Malik,bilal malik,35207-5692995-7,235
35206-7422330-3,Muhammad Zafar,muhammad zafar,35207-2848757-6,178
35202-8701571-5,Hamza Raza,hamza raza,35201-9740315-5,349
35207-4560601-8,Junaid Zafar,junaid zafar,35208-1875286-9,384
35206-4676642-9,Osman Sheikh,osman sheikh,35205-4994849-6,126
35203-4388440-6,Umar Nawaz,umar nawaz,35202-8050462-2,361
35204-1922805-3,Osman Ahmed,osman ahmed,35201-7704636-6,32
35202-1343188-2,Hamza Ali,hamza ali,35201-9543184-5,343
35205-7994271-9,Muhammad Zafar,muhammad zafar,35207-2848757-6,178
35201-2266595-1,Rizwan Ahmed,rizwan ahmed,35201-1576975-2,243
35203-3957205-1,Yasir Raza,yasir raza,35203-7622086-8,81
35209-8835020-7,Hamza Bajwa,hamza bajwa,35204-2333967-8,397
35202-4709658-5,Abdullah Mehmood,abdullah mehmood,35205-3197247-9,225
35207-8509050-6,Faisal Bajwa,faisal bajwa,35203-1227028-5,203
35203-3863483-7,Junaid Dar,junaid dar,35202-7472399-8,265
35201-1209929-3,Noman Iqbal,noman iqbal,35205-6275176-3,92
35201-7894362-1,Farhan Qureshi,farhan qureshi,35208-8029715-4,27
35207-6689337-8,Ali Butt,ali butt,35209-3904563-1,24
35208-1842379-2,Rizwan Zafar,rizwan zafar,35208-4589865-6,259
35204-1004998-5,Tariq Bajwa,tariq bajwa,35206-7445207-9,380
35204-5402716-9,Osman Butt,osman butt,35204-5402716-9,29
35202-2301332-8,Rizwan Qureshi,rizwan qureshi,35207-8797937-4,177
35206-4182921-6,Asad Nawaz,asad nawaz,35205-2013312-8,102
35206-2275891-7,Bilal Malik,bilal malik,35207-5692995-7,235
35203-5169652-5,Ahmed Dar,ahmed dar,35203-3233930-2,15
35203-1653453-3,Farhan Dar,farhan dar,35209-1282637-1,36
35203-3832878-5,Junaid Mahmood,junaid mahmood,35209-3930591-3,266
35206-6086574-2,Salman Dar,salman dar,35208-6660693-7,256
35204-2697956-5,Ahmed Malik,ahmed malik,35209-5667519-4,278
35206-3786529-2,Hamza Bajwa,hamza bajwa,35204-2333967-8,397
35209-4594372-6,Waqas Mehmood,waqas mehmood,35209-4594372-6,138
35201-3125483-7,Noman Mahmood,noman mahmood,35203-3294818-2,249
35203-5271217-7,Rizwan Raza,rizwan raza,35201-2224691-9,396
35202-5693181-4,Osman Bajwa,osman bajwa,35208-4987886-5,207
35201-6484674-6,Tariq Malik,tariq malik,35201-1258486-2,398
35206-6007595-6,Waqas Raza,waqas raza,35204-4755706-6,107
35207-5794786-9,Waqas Ahmed,waqas ahmed,35202-5834151-7,109
35201-3216552-4,Rizwan Mahmood,rizwan mahmood,35209-1997295-5,252
35206-3971466-8,Ali Mehmood,ali mehmood,35208-8588481-6,341
35203-1063046-7,Yasir Qureshi,yasir qureshi,35209-5692770-6,66
35207-9941449-6,Abdullah Ali,abdullah ali,35206-8514269-9,285
35202-3294503-7,Rizwan Malik,rizwan malik,35204-1580064-9,248
35206-2736273-2,Bilal Bajwa,bilal bajwa,35208-6271014-3,406
35209-4129481-8,Tariq Khan,tariq khan,35205-4335027-9,56
35203-5159200-7,Tariq Malik,tariq malik,35201-1258486-2,398
35208-5668243-5,Asad Butt,asad butt,35206-4912945-6,52
35207-1883104-5,Zain Ahmed,zain ahmed,35201-3769792-1,173
35204-9013807-2,Osman Qureshi,osman qureshi,35201-6150397-2,100
35206-4172805-3,Yasir Iqbal,yasir iqbal,35209-7592373-5,63
35207-5896022-2,Shahzaib Dar,shahzaib dar,35207-5896022-2,194
35205-2853752-7,Osman Bajwa,osman bajwa,35208-4987886-5,207
35201-5741107-9,Abdullah Malik,abdullah malik,35205-6124851-8,277
35208-9666283-7,Abdullah Mahmood,abdullah mahmood,35202-8223959-9,165
35209-5009633-5,Rizwan Akhtar,rizwan akhtar,35204-1924125-2,242
35206-9419617-3,Salman Ahmed,salman ahmed,35202-9352805-4,131
35207-2360360-2,Abdullah Qureshi,abdullah qureshi,35202-5489129-4,206
35202-9350785-3,Noman Mehmood,noman mehmood,35209-7317957-9,223
35209-9782396-1,Salman Raza,salman raza,35204-7376421-9,272
35207-4788667-1,Muhammad Raza,muhammad raza,35203-4289032-6,400
35207-9849828-9,Farhan Bajwa,farhan bajwa,35203-5480898-4,355
35207-7803152-4,Rizwan Nawaz,rizwan nawaz,35201-2590644-4,261
35205-6628516-8,Farhan Malik,farhan malik,35203-4588427-6,394
35205-5182672-3,Salman Qureshi,salman qureshi,35204-7586105-9,226
35209-2158502-1,Yasir Bajwa,yasir bajwa,35207-4206670-6,316
35201-2155083-7,Tariq Bajwa,tariq bajwa,35206-7445207-9,380
35205-1224147-5,Noman Qureshi,noman qureshi,35208-9103159-6,50
35204-1511459-2,Abdullah Akhtar,abdullah akhtar,35208-1010297-9,227
35201-8234289-9,Salman Khan,salman khan,35203-5121743-2,51
35208-5491462-4,Zain Iqbal,zain iqbal,35204-6385913-8,162
35208-5644607-6,Tariq Iqbal,tariq iqbal,35206-5686190-1,367
35206-3748221-3,Asad Sheikh,asad sheikh,35204-2837431-8,140
35204-1787017-4,Hamza Mehmood,hamza mehmood,35208-2011204-1,305
35202-3253696-5,Ahmed Zafar,ahmed zafar,35205-6567088-1,188
35201-4331177-7,Bilal Butt,bilal butt,35207-9919630-3,292
35204-7416079-3,Shahzaib Sheikh,shahzaib sheikh,35201-6676973-7,150
35201-6462449-6,Abdullah Mehmood,abdullah mehmood,35205-3197247-9,225
35209-6503378-2,Shahzaib Bajwa,shahzaib bajwa,35208-1140330-9,190
35204-3237712-9,Tariq Bajwa,tariq bajwa,35206-7445207-9,380
35203-5582694-2,Bilal Mahmood,bilal mahmood,35203-8799128-7,364
35201-3480230-3,Zain Ahmed,zain ahmed,35201-3769792-1,173
35203-6110952-2,Abdullah Khan,abdullah khan,35208-7581266-5,85
35203-4101719-7,Salman Akhtar,salman akhtar,35203-4101719-7,222
35208-6599299-4,Noman Malik,noman malik,35204-3632125-8,167
35205-4338503-3,Waqas Akhtar,waqas akhtar,35204-3526481-8,97
35205-3786775-8,Hamza Sheikh,hamza sheikh,35207-4775446-8,49
35208-7290666-7,Umar Bajwa,umar bajwa,35208-2631798-4,410
35207-1577764-8,Yasir Butt,yasir butt,35205-7324961-6,3
35205-8978636-7,Zain Dar,zain dar,35207-1772941-5,91
35204-7838715-4,Salman Ali,salman ali,35202-8642970-2,201
35204-3178727-3,Tariq Iqbal,tariq iqbal,35206-5686190-1,367
35201-4904276-2,Shahzaib Mehmood,shahzaib mehmood,35209-8941906-4,155
35201-4311494-2,Waqas Mahmood,waqas mahmood,35206-2192140-4,69
35206-2215108-5,Ahmed Zafar,ahmed zafar,35205-6567088-1,188
35204-5154497-9,Muhammad Qureshi,muhammad qureshi,35204-9570062-8,328
35204-6059033-6,Faisal Raza,faisal raza,35205-8565786-7,386
35204-5041600-6,Abdullah Ahmed,abdullah ahmed,35209-3777132-2,296
35206-2023548-7,Salman Malik,salman malik,35209-8975340-7,389
35204-8195790-8,Shahzaib Raza,shahzaib raza,35203-1389182-6,191
35205-5034825-5,Rizwan Dar,rizwan dar,35202-2665736-9,240
35206-7613239-7,Asad Zafar,asad zafar,35207-9601304-3,153
35204-3951378-9,Abdullah Ahmed,abdullah ahmed,35209-3777132-2,296
35209-1156269-1,Ali Malik,ali malik,35202-9428336-6,350
35207-1574705-2,Umar Khan,umar khan,35207-6968880-8,83
35203-2101066-3,Osman Sheikh,osman sheikh,35205-4994849-6,126
35202-8935549-8,Ali Zafar,ali zafar,35205-6095280-3,357
35208-2964313-3,Salman Dar,salman dar,35208-6660693-7,256
35204-4806224-4,Asad Khan,asad khan,35204-4003202-2,84
35208-6541176-5,Abdullah Akhtar,abdullah akhtar,35208-1010297-9,227
35208-5878618-8,Faisal Raza,faisal raza,35205-8565786-7,386
35207-9265099-5,Tariq Bajwa,tariq bajwa,35206-7445207-9,380
35205-1959144-9,Zain Ahmed,zain ahmed,35201-3769792-1,173
35201-3987951-9,Noman Mahmood,noman mahmood,35203-3294818-2,249
35201-5830908-7,Bilal Bajwa,bilal bajwa,35208-6271014-3,406
35205-9756914-2,Salman Dar,salman dar,35208-6660693-7,256
35206-5650921-7,Rizwan Malik,rizwan malik,35204-1580064-9,248
35205-7283790-3,Salman Zafar,salman zafar,35203-9690569-5,128
35203-1115287-3,Umar Raza,umar raza,35201-2443264-9,21
35204-5812383-3,Junaid Mehmood,junaid mehmood,35204-6734238-2,283
35207-9460996-4,Asad Butt,asad butt,35206-4912945-6,52
35203-9640538-1,Rizwan Dar,rizwan dar,35202-2665736-9,240
35208-6529538-5,Farhan Akhtar,farhan akhtar,35203-5970972-4,34
35205-8020519-7,Umar Iqbal,umar iqbal,35201-5487584-5,315
35203-9664887-2,Tariq Khan,tariq khan,35205-4335027-9,56
35202-2965307-9,Tariq Ahmed,tariq ahmed,35205-7820583-4,57
35204-7258697-2,Asad Zafar,asad zafar,35207-9601304-3,153
35207-9766524-4,Zain Khan,zain khan,35205-2942808-9,68
35209-6795362-4,Ahmed Nawaz,ahmed nawaz,35205-8500517-4,71
35205-3960165-1,Bilal Khan,bilal khan,35202-3432098-8,72
35206-3618472-1,Osman Zafar,osman zafar,35205-3695811-8,103
35202-2756266-3,Farhan Ahmed,farhan ahmed,35206-2001367-1,37
35201-4099384-5,Noman Malik,noman malik,35204-3632125-8,167
35206-6208058-1,Tariq Mahmood,tariq mahmood,35206-3438824-5,382
35201-6583905-5,Shahzaib Ahmed,shahzaib ahmed,35204-4186015-5,170
35206-2283531-3,Noman Butt,noman butt,35206-5035816-2,6
35208-1296484-7,Waqas Raza,waqas raza,35204-4755706-6,107
35204-3510354-1,Hamza Ali,hamza ali,35201-9543184-5,343
35201-8900019-3,Abdullah Zafar,abdullah zafar,35206-2962835-1,181
35204-4970976-9,Muhammad Mehmood,muhammad mehmood,35201-2457308-2,403
35208-8989098-9,Ahmed Malik,ahmed malik,35209-5667519-4,278
35201-3738332-7,Abdullah Khan,abdullah khan,35208-7581266-5,85
35206-5014014-4,Osman Nawaz,osman nawaz,35203-6159752-4,213
35209-1634377-1,Yasir Nawaz,yasir nawaz,35201-3276739-7,82
35201-7530661-9,Abdullah Sheikh,abdullah sheikh,35207-7988741-4,132
35208-9108339-7,Faisal Bajwa,faisal bajwa,35203-1227028-5,203
35204-3501104-8,Shahzaib Nawaz,shahzaib nawaz,35208-7105461-8,174
35202-2782760-2,Farhan Mehmood,farhan mehmood,35204-9822422-3,342
35208-1633010-6,Ahmed Qureshi,ahmed qureshi,35208-6562251-1,211
35204-1610342-8,Muhammad Mehmood,muhammad mehmood,35201-2457308-2,403
35209-5476315-2,Ahmed Raza,ahmed raza,35206-8186650-9,351
35205-4947121-5,Tariq Malik,tariq malik,35201-1258486-2,398
35208-2870058-2,Bilal Malik,bilal malik,35207-5692995-7,235
35209-4622329-6,Waqas Dar,waqas dar,35207-6101602-3,108
35203-8763188-4,Waqas Khan,waqas khan,35201-3360361-7,14
35207-4625445-3,Osman Qureshi,osman qureshi,35201-6150397-2,100
35201-8853979-6,Hamza Ahmed,hamza ahmed,35203-9219582-3,61
35209-7580607-4,Osman Qureshi,osman qureshi,35201-6150397-2,100
35202-5164265-5,Tariq Sheikh,tariq sheikh,35206-2413562-2,80
35201-7069810-4,Rizwan Ahmed,rizwan ahmed,35201-1576975-2,243
35205-5443727-8,Muhammad Dar,muhammad dar,35209-4184485-5,346
35205-3260458-8,Asad Butt,asad butt,35206-4912945-6,52
35207-7549316-8,Waqas Mehmood,waqas mehmood,35209-4594372-6,138
35201-1331536-9,Tariq Khan,tariq khan,35205-4335027-9,56
35206-3332102-4,Farhan Malik,farhan malik,35203-4588427-6,394
35201-2120926-4,Abdullah Dar,abdullah dar,35203-5051066-5,321
35201-6116280-7,Waqas Mehmood,waqas mehmood,35209-4594372-6,138
35201-3525556-6,Muhammad Raza,muhammad raza,35203-4289032-6,400
35202-6639630-9,Bilal Iqbal,bilal iqbal,35206-2256764-8,319
35202-2415063-1,Ali Ahmed,ali ahmed,35203-8625804-4,40
35202-1279863-5,Osman Mehmood,osman mehmood,35202-7065085-8,314
35203-7040068-4,Osman Zafar,osman zafar,35205-3695811-8,103
35209-9275931-4,Osman Mehmood,osman mehmood,35202-7065085-8,314
35209-1837912-1,Farhan Zafar,farhan zafar,35205-5466135-4,175
35204-8391034-9,Salman Dar,salman dar,35208-6660693-7,256
35203-3029826-7,Waqas Qureshi,waqas qureshi,35202-1929729-5,99
35208-1619593-6,Ali Ali,ali ali,35209-7271629-7,326
35206-5507937-4,Ahmed Ahmed,ahmed ahmed,35206-4672703-1,88
35204-8641193-3,Tariq Ali,tariq ali,35202-9315974-9,378
35201-4395408-4,Noman Mehmood,noman mehmood,35209-7317957-9,223
35206-9292945-5,Tariq Butt,tariq butt,35207-5296902-4,295
35201-7358768-9,Faisal Ali,faisal ali,35205-7090667-7,323
35202-2901449-3,Tariq Akhtar,tariq akhtar,35205-7104501-2,119
35205-7094746-4,Ali Sheikh,ali sheikh,35203-9462280-2,134
35207-1950545-6,Waqas Zafar,waqas zafar,35201-3054431-1,78
35209-9356158-2,Salman Bajwa,salman bajwa,35204-9030023-9,245
35209-5446116-9,Zain Ali,zain ali,35204-9309788-9,179
35207-4364289-7,Asad Malik,asad malik,35207-1205648-6,370
35205-1435070-3,Umar Mahmood,umar mahmood,35206-4107751-4,365
35204-7223251-5,Ali Khan,ali khan,35204-1406782-8,74
35203-6684692-9,Ali Raza,ali raza,35201-6617448-9,375
35204-2910190-2,Muhammad Mahmood,muhammad mahmood,35205-6026350-8,409
35203-9547248-8,Shahzaib Dar,shahzaib dar,35202-8206296-7,195
35209-1218426-9,Salman Nawaz,salman nawaz,35209-4795850-9,258
35207-1986240-3,Shahzaib Zafar,shahzaib zafar,35201-7415507-3,159
35208-5946592-3,Yasir Ali,yasir ali,35204-7681144-9,18
35204-3844825-4,Waqas Dar,waqas dar,35207-6101602-3,108
35202-2327175-1,Osman Dar,osman dar,35205-1401896-9,219
35209-8200131-6,Ahmed Khan,ahmed khan,35207-8699103-2,75
35208-7991134-3,Junaid Khan,junaid khan,35205-3521740-7,180
35207-4195677-4,Abdullah Butt,abdullah butt,35209-4073082-9,23
35206-5616457-5,Salman Malik,salman malik,35209-8975340-7,389
35208-8112050-2,Shahzaib Dar,shahzaib dar,35202-8206296-7,195
35203-9644807-5,Rizwan Iqbal,rizwan iqbal,35203-9644807-5,238
35204-4868205-6,Asad Mehmood,asad mehmood,35207-5568727-1,307
35207-4320889-7,Salman Iqbal,salman iqbal,35204-3706130-9,215
35205-8520253-2,Asad Dar,asad dar,35202-9270980-3,98
35204-2973483-6,Waqas Khan,waqas khan,35201-3360361-7,14
35203-7254790-7,Ali Iqbal,ali iqbal,35206-9182416-4,310
35209-5790824-6,Osman Iqbal,osman iqbal,35201-4183833-7,198
35205-1509887-1,Noman Mehmood,noman mehmood,35209-7317957-9,223
35209-1439922-3,Asad Mehmood,asad mehmood,35207-5568727-1,307
35201-3095939-6,Muhammad Mahmood,muhammad mahmood,35205-6026350-8,409
35204-6820323-7,Osman Dar,osman dar,35205-1401896-9,219
35206-2427796-8,Ali Mehmood,ali mehmood,35208-8588481-6,341
35206-3936774-7,Yasir Akhtar,yasir akhtar,35205-3463685-8,73
35201-4438847-6,Tariq Mehmood,tariq mehmood,35203-8522506-2,339
35207-5663540-3,Salman Dar,salman dar,35208-6660693-7,256
35201-8229471-8,Tariq Iqbal,tariq iqbal,35206-5686190-1,367
35205-2542871-1,Salman Ahmed,salman ahmed,35202-9352805-4,131
35207-8134143-1,Noman Akhtar,noman akhtar,35205-8321529-8,90
35201-7542711-9,Rizwan Ali,rizwan ali,35204-3848141-7,253
35207-4816021-2,Ahmed Mehmood,ahmed mehmood,35204-3747992-4,224
35205-7621570-3,Noman Dar,noman dar,35209-7806055-2,48
35206-3589195-9,Osman Iqbal,osman iqbal,35201-4183833-7,198
35208-3346266-3,Hamza Iqbal,hamza iqbal,35205-8867320-5,115
35206-5815436-2,Asad Butt,asad butt,35206-4912945-6,52
35209-1000843-5,Ahmed Mahmood,ahmed mahmood,35208-3401625-9,168
35201-6413904-2,Hamza Dar,hamza dar,35204-1320523-5,373
35207-6596711-6,Faisal Butt,faisal butt,35207-9963584-4,301
35202-3729543-9,Zain Nawaz,zain nawaz,35206-3230485-8,149
35206-6865935-4,Osman Dar,osman dar,35205-1401896-9,219
35203-1313228-3,Faisal Iqbal,faisal iqbal,35202-7066065-7,308
35202-8445435-7,Ahmed Dar,ahmed dar,35203-3233930-2,15
35206-2495540-9,Noman Qureshi,noman qureshi,35208-9103159-6,50
35204-5084119-6,Asad Ali,asad ali,35201-7266141-3,95
35201-3224813-9,Osman Malik,osman malik,35208-6427245-9,217
35209-7586475-4,Muhammad Mahmood,muhammad mahmood,35205-6026350-8,409
35201-1545026-9,Abdullah Khan,abdullah khan,35208-7581266-5,85
35202-6919485-2,Salman Raza,salman raza,35204-7376421-9,272
35201-9157760-7,Bilal Khan,bilal khan,35202-3432098-8,72
35208-4783488-4,Ali Bajwa,ali bajwa,35202-6213180-2,407
35201-8660472-1,Junaid Butt,junaid butt,35202-3541317-4,275
35204-4297736-4,Abdullah Bajwa,abdullah bajwa,35202-1603685-2,320
35209-3865631-1,Hamza Bajwa,hamza bajwa,35204-2333967-8,397
35203-3425909-6,Osman Nawaz,osman nawaz,35203-6159752-4,213
35206-8710749-8,Tariq Raza,tariq raza,35206-2395762-9,385
35205-5230249-8,Ahmed Mehmood,ahmed mehmood,35204-3747992-4,224
35202-3862676-1,Shahzaib Dar,shahzaib dar,35202-8206296-7,195
35209-3919648-5,Ali Qureshi,ali qureshi,35208-4291057-4,282
35209-9126323-5,Tariq Zafar,tariq zafar,35203-6261736-8,333
35205-3649013-7,Farhan Nawaz,farhan nawaz,35206-4115315-5,45
35203-6754573-7,Asad Bajwa,asad bajwa,35201-8971941-2,405
35208-4783382-7,Shahzaib Khan,shahzaib khan,35202-1690408-8,148
35207-4110617-6,Ali Raza,ali raza,35201-6617448-9,375
35205-2971858-6,Bilal Mahmood,bilal mahmood,35203-8799128-7,364
35205-7245140-5,Waqas Bajwa,waqas bajwa,35207-2869630-1,114
35207-7109320-1,Salman Zafar,salman zafar,35203-9690569-5,128
35206-1765342-3,Muhammad Mehmood,muhammad mehmood,35201-2457308-2,403
35201-1793503-1,Osman Qureshi,osman qureshi,35201-6150397-2,100
35202-7292974-6,Bilal Dar,bilal dar,35207-4040640-6,39
35203-3047085-5,Osman Raza,osman raza,35206-4928103-6,218
35206-4109004-9,Rizwan Qureshi,rizwan qureshi,35207-8797937-4,177
35204-7475589-5,Noman Mehmood,noman mehmood,35209-7317957-9,223
35205-3795104-1,Rizwan Malik,rizwan malik,35204-1580064-9,248
35201-4580434-6,Tariq Sheikh,tariq sheikh,35205-8887776-7,79
35208-6004641-2,Rizwan Nawaz,rizwan nawaz,35208-3697834-6,262
35205-6156959-5,Salman Mehmood,salman mehmood,35205-6156959-5,264
35209-6595801-7,Muhammad Akhtar,muhammad akhtar,35204-3689783-3,337
35209-1253130-4,Farhan Khan,farhan khan,35207-9622814-3,26
35207-8152142-7,Ahmed Mehmood,ahmed mehmood,35204-3747992-4,224
35202-4046943-8,Ali Zafar,ali zafar,35205-6095280-3,357
35205-5474784-5,Shahzaib Akhtar,shahzaib akhtar,35203-7748012-7,176
35207-3731511-9,Bilal Akhtar,bilal akhtar,35207-3731511-9,209
35205-2004236-9,Rizwan Akhtar,rizwan akhtar,35204-1924125-2,242
35207-2815134-9,Muhammad Zafar,muhammad zafar,35207-2848757-6,178
35209-4560042-1,Abdullah Nawaz,abdullah nawaz,35208-8890204-2,70
35204-1652167-2,Abdullah Khan,abdullah khan,35208-7581266-5,85
35209-8885192-5,Shahzaib Iqbal,shahzaib iqbal,35207-8567374-2,171
35203-4416135-8,Bilal Mehmood,bilal mehmood,35207-1516448-2,352
35202-8915711-8,Shahzaib Nawaz,shahzaib nawaz,35208-7105461-8,174
35208-1801331-8,Faisal Qureshi,faisal qureshi,35201-2138980-2,280
35205-9941324-2,Zain Akhtar,zain akhtar,35205-9657414-4,229
35209-1379907-3,Shahzaib Butt,shahzaib butt,35209-1379907-3,161
35202-1822473-8,Faisal Raza,faisal raza,35205-8565786-7,386
35208-1987771-6,Ali Dar,ali dar,35203-2594508-8,338
35207-4396260-7,Umar Butt,umar butt,35205-9406486-9,299
35201-9900428-8,Asad Bajwa,asad bajwa,35201-8971941-2,405
35206-4542666-5,Bilal Khan,bilal khan,35202-3432098-8,72
35205-2502969-8,Salman Ali,salman ali,35202-8642970-2,201
35206-1833349-2,Rizwan Mahmood,rizwan mahmood,35209-1997295-5,252
35206-5618234-7,Junaid Malik,junaid malik,35201-9997198-6,273
35203-3072970-2,Noman Nawaz,noman nawaz,35203-3072970-2,43
35202-1100030-8,Shahzaib Malik,shahzaib malik,35202-5442992-4,184
35208-2599466-4,Tariq Dar,tariq dar,35208-6076062-1,377
35206-7186866-1,Ali Qureshi,ali qureshi,35208-4291057-4,282
35205-8182190-9,Ali Malik,ali malik,35202-9428336-6,350
35206-6762470-5,Osman Bajwa,osman bajwa,35208-4987886-5,207
35207-3722856-1,Umar Dar,umar dar,35203-6963836-5,359
35202-9964110-9,Yasir Malik,yasir malik,35205-6122104-7,276
35209-9992470-5,Asad Mehmood,asad mehmood,35207-5568727-1,307
35208-1621437-4,Osman Butt,osman butt,35204-5402716-9,29
35203-4404453-1,Rizwan Qureshi,rizwan qureshi,35207-8797937-4,177
35209-6632701-4,Bilal Mehmood,bilal mehmood,35207-1516448-2,352
35205-9942238-6,Asad Akhtar,asad akhtar,35205-9942238-6,124
35209-9169357-1,Muhammad Qureshi,muhammad qureshi,35204-9570062-8,328
35203-2398877-5,Hamza Butt,hamza butt,35204-4101434-7,196
35207-7723587-1,Umar Zafar,umar zafar,35208-5536199-6,302
35207-6697876-9,Rizwan Iqbal,rizwan iqbal,35201-9158560-1,237
35209-3397261-4,Salman Akhtar,salman akhtar,35203-4101719-7,222
35207-6206312-3,Salman Butt,salman butt,35208-1972166-6,2
35209-8469713-9,Rizwan Mahmood,rizwan mahmood,35209-1997295-5,252
35204-7341510-3,Farhan Bajwa,farhan bajwa,35201-1740865-8,354
35202-8166828-4,Ali Khan,ali khan,35204-1406782-8,74
35205-2205387-3,Shahzaib Ali,shahzaib ali,35202-8082315-5,186
35203-2893151-7,Noman Malik,noman malik,35204-3632125-8,167
35201-1839995-2,Rizwan Raza,rizwan raza,35201-2224691-9,396
35205-1277096-4,Faisal Dar,faisal dar,35207-7458673-1,358
35201-1444159-3,Muhammad Ali,muhammad ali,35201-5810668-4,335
35202-2277850-4,Rizwan Zafar,rizwan zafar,35205-9385586-6,260
35203-5452472-1,Tariq Butt,tariq butt,35207-5296902-4,295
35207-4483459-4,Bilal Raza,bilal raza,35207-4483459-4,362
35202-4242299-8,Hamza Dar,hamza dar,35204-1320523-5,373
35208-6180836-4,Bilal Ali,bilal ali,35203-4686170-8,376
35205-4521271-5,Waqas Nawaz,waqas nawaz,35202-7054780-5,105
35202-6278567-9,Noman Nawaz,noman nawaz,35203-3072970-2,43
35205-2162734-6,Rizwan Ali,rizwan ali,35204-3848141-7,253
35202-7274668-6,Rizwan Khan,rizwan khan,35206-5776063-8,117
35207-9153579-4,Tariq Iqbal,tariq iqbal,35206-5686190-1,367
35201-5097262-9,Yasir Qureshi,yasir qureshi,35201-5097262-9,67
35206-4120795-5,Abdullah Akhtar,abdullah akhtar,35208-1010297-9,227
35207-9848032-7,Umar Qureshi,umar qureshi,35206-4088843-6,286
35204-8083638-3,Osman Raza,osman raza,35206-4928103-6,218
35205-7024496-4,Muhammad Bajwa,muhammad bajwa,35209-7624659-7,402
35206-9891929-4,Osman Khan,osman khan,35203-3330088-4,58
35202-8076509-4,Asad Mahmood,asad mahmood,35201-4857509-1,360
35205-5137818-8,Umar Qureshi,umar qureshi,35209-2317166-3,287
35205-9327884-6,Ahmed Dar,ahmed dar,35203-3233930-2,15
35201-5625435-4,Ahmed Raza,ahmed raza,35206-8186650-9,351
35207-3148570-7,Asad Nawaz,asad nawaz,35205-2013312-8,102
35203-2472247-8,Junaid Zafar,junaid zafar,35208-1875286-9,384
35209-2103821-4,Junaid Butt,junaid butt,35202-3541317-4,275
35208-6392253-6,Salman Malik,salman malik,35209-8975340-7,389
35209-7191730-8,Bilal Ali,bilal ali,35203-4686170-8,376
35202-6754766-3,Zain Iqbal,zain iqbal,35204-6385913-8,162
35202-7102608-2,Ahmed Khan,ahmed khan,35207-8699103-2,75
35201-1724574-7,Osman Zafar,osman zafar,35205-3695811-8,103
35209-4715711-2,Umar Raza,umar raza,35201-2443264-9,21
35206-5214001-7,Salman Nawaz,salman nawaz,35206-5214001-7,257
35207-2477149-3,Waqas Mahmood,waqas mahmood,35206-2192140-4,69
35202-4613110-3,Ahmed Ali,ahmed ali,35204-4042073-7,41
35204-1806325-9,Shahzaib Butt,shahzaib butt,35209-9336310-5,160
35201-3104272-9,Waqas Butt,waqas butt,35204-9785861-1,0
35202-7675233-2,Zain Qureshi,zain qureshi,35205-4525802-1,269
35204-1781007-4,Shahzaib Malik,shahzaib malik,35202-5442992-4,184
