cnic,full_name,city,vehicle_score,utility_score,property_score,travel_score,tax_gap_score,lifestyle_index,ml_anomaly_score,tax_deviation_score,flagged,audit_trail
35204-7897332-6,Zain Mehmood,Faisalabad,20,20,0,50,10,17.5,6.561719200741701,11.48,0,"Filer with declared annual income PKR 4,344,023 | Owns 1 vehicle(s) (Max engine CC: 1000cc) | Monthly utility consumption: Max bill PKR 12,498 | International travels logged: 2 flight(s) (0 Business/First class) | Entity Resolution Warning: 1 asset records registered under conflicting name variations (Benami risk)"
35206-6806432-5,Umar Ahmed,Islamabad,20,20,0,50,10,17.5,6.561719200741701,11.48,0,"Filer with declared annual income PKR 2,886,830 | Owns 1 vehicle(s) (Max engine CC: 1000cc) | Monthly utility consumption: Max bill PKR 5,923 | International travels logged: 1 flight(s) (0 Business/First class) | Entity Resolution Warning: 1 asset records registered under conflicting name variations (Benami risk)"
35207-6993742-2,Ali Khan,Multan,20,20,0,50,10,17.5,6.561719200741701,11.48,0,"Filer with declared annual income PKR 3,129,357 | Owns 2 vehicle(s) (Max engine CC: 1200cc) | Monthly utility consumption: Max bill PKR 4,673 | International travels logged: 1 flight(s) (0 Business/First class) | Entity Resolution Warning: 1 asset records registered under conflicting name variations (Benami risk)"
35205-8793794-4,Noman Zafar,Rawalpindi,20,20,0,50,10,17.5,6.561719200741701,11.48,0,"Filer with declared annual income PKR 3,839,468 | Owns 1 vehicle(s) (Max engine CC: 1000cc) | Monthly utility consumption: Max bill PKR 13,999 | International travels logged: 1 flight(s) (0 Business/First class) | Entity Resolution Warning: 1 asset records registered under conflicting name variations (Benami risk)"
35208-9658272-3,Bilal Mehmood,Multan,20,20,0,50,10,17.5,6.561719200741701,11.48,0,"Filer with declared annual income PKR 2,803,003 | Owns 1 vehicle(s) (Max engine CC: 1000cc) | Monthly utility consumption: Max bill PKR 16,353 | International travels logged: 1 flight(s) (0 Business/First class) | Entity Resolution Warning: 1 asset records registered under conflicting name variations (Benami risk)"
35204-2950545-7,Noman Khan,Faisalabad,20,20,0,50,10,17.5,6.561719200741701,11.48,0,"Filer with declared annual income PKR 4,584,431 | Owns 2 vehicle(s) (Max engine CC: 1000cc) | Monthly utility consumption: Max bill PKR 14,922 | International travels logged: 2 flight(s) (0 Business/First class) | Entity Resolution Warning: 1 asset records registered under conflicting name variations (Benami risk)"
35202-1263458-8,Junaid Nawaz,Karachi,20,20,0,50,10,17.5,6.561719200741701,11.48,0,"Filer with declared annual income PKR 4,648,698 | Owns 1 vehicle(s) (Max engine CC: 1200cc) | Monthly utility consumption: Max bill PKR 22,124 | International travels logged: 1 flight(s) (0 Business/First class) | Entity Resolution Warning: 1 asset records registered under conflicting name variations (Benami risk)"
35201-7983415-6,Osman Qureshi,Faisalabad,20,20,0,50,10,17.5,6.561719200741701,11.48,0,"Filer with declared annual income PKR 4,274,912 | Owns 1 vehicle(s) (Max engine CC: 1000cc) | Monthly utility consumption: Max bill PKR 8,265 | International travels logged: 1 flight(s) (0 Business/First class) | Entity Resolution Warning: 1 asset records registered under conflicting name variations (Benami risk)"
35207-8698238-8,Muhammad Dar,Rawalpindi,20,20,0,50,10,17.5,6.561719200741701,11.48,0,"Filer with declared annual income PKR 2,387,286 | Owns 1 vehicle(s) (Max engine CC: 660cc) | Monthly utility consumption: Max bill PKR 16,429 | International travels logged: 2 flight(s) (0 Business/First class) | Entity Resolution Warning: 1 asset records registered under conflicting name variations (Benami risk)"
35203-8329507-2,Waqas Butt,Islamabad,20,20,0,50,10,17.5,6.561719200741701,11.48,0,"Filer with declared annual income PKR 3,379,745 | Owns 1 vehicle(s) (Max engine CC: 1000cc) | Monthly utility consumption: Max bill PKR 9,623 | International travels logged: 1 flight(s) (0 Business/First class) | Entity Resolution Warning: 1 asset records registered under conflicting name variations (Benami risk)"
35208-8989098-9,Ahmed Malik,Islamabad,20,20,0,50,10,17.5,6.561719200741701,11.48,0,"Filer with declared annual income PKR 3,114,509 | Owns 1 vehicle(s) (Max engine CC: 660cc) | Monthly utility consumption: Max bill PKR 11,307 | International travels logged: 1 flight(s) (0 Business/First class) | Entity Resolution Warning: 1 asset records registered under conflicting name variations (Benami risk)"
35206-2804291-3,Osman Qureshi,Faisalabad,20,20,0,50,10,17.5,6.561719200741701,11.48,0,"Filer with declared annual income PKR 3,286,901 | Owns 1 vehicle(s) (Max engine CC: 1200cc) | Monthly utility consumption: Max bill PKR 17,351 | International travels logged: 1 flight(s) (0 Business/First class) | Entity Resolution Warning: 1 asset records registered under conflicting name variations (Benami risk)"
35207-4364289-7,Asad Malik,Faisalabad,20,20,0,50,10,17.5,6.561719200741701,11.48,0,"Filer with declared annual income PKR 3,221,805 | Owns 1 vehicle(s) (Max engine CC: 660cc) | Monthly utility consumption: Max bill PKR 17,822 | International travels logged: 1 flight(s) (0 Business/First class) | Entity Resolution Warning: 1 asset records registered under conflicting name variations (Benami risk)"
35209-1218426-9,Salman Nawaz,Lahore,20,20,0,50,10,17.5,6.561719200741701,11.48,0,"Filer with declared annual income PKR 4,667,642 | Owns 3 vehicle(s) (Max engine CC: 1200cc) | Monthly utility consumption: Max bill PKR 4,601 | International travels logged: 1 flight(s) (0 Business/First class) | Entity Resolution Warning: 1 asset records registered under conflicting name variations (Benami risk)"
35206-5927954-8,Zain Ahmed,Rawalpindi,20,20,0,50,10,17.5,6.561719200741701,11.48,0,"Filer with declared annual income PKR 3,274,323 | Owns 1 vehicle(s) (Max engine CC: 660cc) | Monthly utility consumption: Max bill PKR 6,278 | International travels logged: 2 flight(s) (0 Business/First class) | Entity Resolution Warning: 1 asset records registered under conflicting name variations (Benami risk)"
35203-3832917-9,Bilal Nawaz,Rawalpindi,20,20,0,50,10,17.5,6.561719200741701,11.48,0,"Filer with declared annual income PKR 3,933,919 | Owns 2 vehicle(s) (Max engine CC: 1200cc) | Monthly utility consumption: Max bill PKR 11,040 | International travels logged: 1 flight(s) (0 Business/First class) | Entity Resolution Warning: 1 asset records registered under conflicting name variations (Benami risk)"
35208-5445607-2,Zain Mehmood,Islamabad,0,20,0,0,10,6.0,13.969747735842585,10.38,0,"Filer with declared annual income PKR 3,594,096 | Monthly utility consumption: Max bill PKR 3,446 | Entity Resolution Warning: 1 asset records registered under conflicting name variations (Benami risk)"
35201-6462449-6,Abdullah Mehmood,Islamabad,0,20,0,0,10,6.0,13.969747735842585,10.38,0,"Filer with declared annual income PKR 4,586,845 | Monthly utility consumption: Max bill PKR 24,171 | Entity Resolution Warning: 1 asset records registered under conflicting name variations (Benami risk)"
35208-1021270-6,Umar Qureshi,Multan,0,20,0,0,10,6.0,13.969747735842585,10.38,0,"Filer with declared annual income PKR 4,894,095 | Monthly utility consumption: Max bill PKR 23,016 | Entity Resolution Warning: 1 asset records registered under conflicting name variations (Benami risk)"
35204-9180995-5,Ali Zafar,Faisalabad,0,20,0,0,10,6.0,13.969747735842585,10.38,0,"Filer with declared annual income PKR 4,378,706 | Monthly utility consumption: Max bill PKR 22,423 | Entity Resolution Warning: 1 asset records registered under conflicting name variations (Benami risk)"
35207-2534492-9,Hamza Zafar,Islamabad,0,20,0,0,10,6.0,13.969747735842585,10.38,0,"Filer with declared annual income PKR 3,499,914 | Monthly utility consumption: Max bill PKR 6,942 | Entity Resolution Warning: 1 asset records registered under conflicting name variations (Benami risk)"
35203-1540740-4,Asad Mahmood,Lahore,0,20,0,0,10,6.0,13.969747735842585,10.38,0,"Filer with declared annual income PKR 4,939,507 | Monthly utility consumption: Max bill PKR 6,611 | Entity Resolution Warning: 1 asset records registered under conflicting name variations (Benami risk)"
35204-4330367-1,Umar Raza,Lahore,0,20,0,0,10,6.0,13.969747735842585,10.38,0,"Filer with declared annual income PKR 4,471,699 | Monthly utility consumption: Max bill PKR 17,530 | Entity Resolution Warning: 1 asset records registered under conflicting name variations (Benami risk)"
35207-7286028-8,Yasir Malik,Multan,0,20,0,0,10,6.0,13.969747735842585,10.38,0,"Filer with declared annual income PKR 3,298,279 | Monthly utility consumption: Max bill PKR 18,515 | Entity Resolution Warning: 1 asset records registered under conflicting name variations (Benami risk)"
35209-6392044-4,Abdullah Mahmood,Karachi,0,20,0,0,10,6.0,13.969747735842585,10.38,0,"Filer with declared annual income PKR 3,607,818 | Monthly utility consumption: Max bill PKR 3,207 | Entity Resolution Warning: 1 asset records registered under conflicting name variations (Benami risk)"
35206-9879650-2,Osman Butt,Multan,0,20,0,0,10,6.0,13.969747735842585,10.38,0,"Filer with declared annual income PKR 4,154,689 | Monthly utility consumption: Max bill PKR 5,866 | Entity Resolution Warning: 1 asset records registered under conflicting name variations (Benami risk)"
35204-5084119-6,Asad Ali,Islamabad,0,20,0,0,10,6.0,13.969747735842585,10.38,0,"Filer with declared annual income PKR 4,606,255 | Monthly utility consumption: Max bill PKR 10,069 | Entity Resolution Warning: 1 asset records registered under conflicting name variations (Benami risk)"
35207-4206670-6,Yasir Bajwa,Lahore,0,20,0,0,10,6.0,13.969747735842585,10.38,0,"Filer with declared annual income PKR 4,578,574 | Monthly utility consumption: Max bill PKR 24,704 | Entity Resolution Warning: 1 asset records registered under conflicting name variations (Benami risk)"
35209-9226727-8,Abdullah Ali,Faisalabad,0,20,0,0,10,6.0,13.969747735842585,10.38,0,"Filer with declared annual income PKR 4,638,836 | Monthly utility consumption: Max bill PKR 19,684 | Entity Resolution Warning: 1 asset records registered under conflicting name variations (Benami risk)"
35208-6150880-8,Tariq Zafar,Islamabad,0,20,0,0,10,6.0,13.969747735842585,10.38,0,"Filer with declared annual income PKR 4,037,448 | Monthly utility consumption: Max bill PKR 15,631 | Entity Resolution Warning: 1 asset records registered under conflicting name variations (Benami risk)"
35201-4769403-6,Umar Mehmood,Lahore,0,20,0,0,10,6.0,13.969747735842585,10.38,0,"Filer with declared annual income PKR 4,142,941 | Monthly utility consumption: Max bill PKR 4,323 | Entity Resolution Warning: 1 asset records registered under conflicting name variations (Benami risk)"
35203-2561379-8,Asad Sheikh,Lahore,0,20,0,0,10,6.0,13.969747735842585,10.38,0,"Filer with declared annual income PKR 4,710,018 | Monthly utility consumption: Max bill PKR 12,671 | Entity Resolution Warning: 1 asset records registered under conflicting name variations (Benami risk)"
35203-4733647-2,Ali Akhtar,Lahore,0,20,0,0,10,6.0,13.969747735842585,10.38,0,"Filer with declared annual income PKR 4,498,300 | Monthly utility consumption: Max bill PKR 19,371 | Entity Resolution Warning: 1 asset records registered under conflicting name variations (Benami risk)"
35204-4806224-4,Asad Khan,Rawalpindi,0,20,0,0,10,6.0,13.969747735842585,10.38,0,"Filer with declared annual income PKR 2,885,263 | Monthly utility consumption: Max bill PKR 12,505 | Entity Resolution Warning: 1 asset records registered under conflicting name variations (Benami risk)"
35203-3029826-7,Waqas Qureshi,Karachi,0,20,0,0,10,6.0,13.969747735842585,10.38,0,"Filer with declared annual income PKR 4,992,310 | Monthly utility consumption: Max bill PKR 5,528 | Entity Resolution Warning: 1 asset records registered under conflicting name variations (Benami risk)"
35202-1279863-5,Osman Mehmood,Rawalpindi,0,20,0,0,10,6.0,13.969747735842585,10.38,0,"Filer with declared annual income PKR 1,343,244 | Monthly utility consumption: Max bill PKR 6,234 | Entity Resolution Warning: 1 asset records registered under conflicting name variations (Benami risk)"
35202-7815352-2,Faisal Qureshi,Multan,0,20,0,0,10,6.0,13.969747735842585,10.38,0,"Filer with declared annual income PKR 4,605,725 | Monthly utility consumption: Max bill PKR 22,817 | Entity Resolution Warning: 1 asset records registered under conflicting name variations (Benami risk)"
35208-7775162-8,Faisal Nawaz,Faisalabad,0,20,0,0,10,6.0,13.969747735842585,10.38,0,"Filer with declared annual income PKR 4,919,429 | Monthly utility consumption: Max bill PKR 13,375 | Entity Resolution Warning: 1 asset records registered under conflicting name variations (Benami risk)"
35208-9830113-6,Junaid Iqbal,Karachi,0,20,0,0,10,6.0,13.969747735842585,10.38,0,"Filer with declared annual income PKR 2,902,389 | Monthly utility consumption: Max bill PKR 5,624 | Entity Resolution Warning: 1 asset records registered under conflicting name variations (Benami risk)"
35202-8166828-4,Ali Khan,Multan,0,20,0,0,10,6.0,13.969747735842585,10.38,0,"Filer with declared annual income PKR 4,581,692 | Monthly utility consumption: Max bill PKR 18,357 | Entity Resolution Warning: 1 asset records registered under conflicting name variations (Benami risk)"
35205-3695811-8,Osman Zafar,Karachi,0,20,0,0,10,6.0,13.969747735842585,10.38,0,"Filer with declared annual income PKR 4,778,166 | Monthly utility consumption: Max bill PKR 18,149 | Entity Resolution Warning: 1 asset records registered under conflicting name variations (Benami risk)"
35205-2328501-2,Abdullah Dar,Karachi,0,20,0,0,10,6.0,13.969747735842585,10.38,0,"Filer with declared annual income PKR 4,381,928 | Monthly utility consumption: Max bill PKR 14,741 | Entity Resolution Warning: 1 asset records registered under conflicting name variations (Benami risk)"
35203-3072970-2,Noman Nawaz,Karachi,0,20,0,0,10,6.0,13.969747735842585,10.38,0,"Filer with declared annual income PKR 4,805,571 | Monthly utility consumption: Max bill PKR 24,206 | Entity Resolution Warning: 1 asset records registered under conflicting name variations (Benami risk)"
35204-7393528-4,Shahzaib Mahmood,Rawalpindi,0,20,0,0,10,6.0,13.969747735842585,10.38,0,"Filer with declared annual income PKR 4,961,910 | Monthly utility consumption: Max bill PKR 24,824 | Entity Resolution Warning: 1 asset records registered under conflicting name variations (Benami risk)"
35207-6027253-5,Osman Raza,Lahore,0,20,0,0,10,6.0,13.969747735842585,10.38,0,"Filer with declared annual income PKR 4,558,534 | Monthly utility consumption: Max bill PKR 23,983 | Entity Resolution Warning: 1 asset records registered under conflicting name variations (Benami risk)"
35204-2554997-4,Tariq Ahmed,Rawalpindi,0,20,0,0,10,6.0,13.969747735842585,10.38,0,"Filer with declared annual income PKR 4,445,923 | Monthly utility consumption: Max bill PKR 6,951 | Entity Resolution Warning: 1 asset records registered under conflicting name variations (Benami risk)"
35209-4560042-1,Abdullah Nawaz,Lahore,0,20,0,0,10,6.0,13.969747735842585,10.38,0,"Filer with declared annual income PKR 4,809,553 | Monthly utility consumption: Max bill PKR 10,520 | Entity Resolution Warning: 1 asset records registered under conflicting name variations (Benami risk)"
35206-3971466-8,Ali Mehmood,Rawalpindi,0,20,0,0,10,6.0,13.969747735842585,10.38,0,"Filer with declared annual income PKR 4,404,560 | Monthly utility consumption: Max bill PKR 24,005 | Entity Resolution Warning: 1 asset records registered under conflicting name variations (Benami risk)"
35201-1209929-3,Noman Iqbal,Karachi,0,20,0,0,10,6.0,13.969747735842585,10.38,0,"Filer with declared annual income PKR 3,335,396 | Monthly utility consumption: Max bill PKR 12,784 | Entity Resolution Warning: 1 asset records registered under conflicting name variations (Benami risk)"
35208-1842379-2,Rizwan Zafar,Multan,0,20,0,0,10,6.0,13.969747735842585,10.38,0,"Filer with declared annual income PKR 4,170,185 | Monthly utility consumption: Max bill PKR 4,507 | Entity Resolution Warning: 1 asset records registered under conflicting name variations (Benami risk)"
35205-6567088-1,Ahmed Zafar,Multan,0,20,0,0,10,6.0,13.969747735842585,10.38,0,"Filer with declared annual income PKR 4,673,471 | Monthly utility consumption: Max bill PKR 18,747 | Entity Resolution Warning: 1 asset records registered under conflicting name variations (Benami risk)"
35202-7870132-7,Shahzaib Mahmood,Faisalabad,0,20,0,0,10,6.0,13.969747735842585,10.38,0,"Filer with declared annual income PKR 2,842,293 | Monthly utility consumption: Max bill PKR 20,515 | Entity Resolution Warning: 1 asset records registered under conflicting name variations (Benami risk)"
35203-1445937-5,Waqas Ali,Islamabad,0,20,0,0,10,6.0,13.969747735842585,10.38,0,"Filer with declared annual income PKR 3,485,117 | Monthly utility consumption: Max bill PKR 12,218 | Entity Resolution Warning: 1 asset records registered under conflicting name variations (Benami risk)"
35205-2971858-6,Bilal Mahmood,Faisalabad,0,20,0,0,10,6.0,13.969747735842585,10.38,0,"Filer with declared annual income PKR 1,403,896 | Monthly utility consumption: Max bill PKR 22,076 | Entity Resolution Warning: 1 asset records registered under conflicting name variations (Benami risk)"
35201-9254977-2,Yasir Raza,Rawalpindi,0,20,0,0,10,6.0,13.969747735842585,10.38,0,"Filer with declared annual income PKR 4,631,229 | Monthly utility consumption: Max bill PKR 11,356 | Entity Resolution Warning: 1 asset records registered under conflicting name variations (Benami risk)"
35206-8395743-3,Yasir Dar,Karachi,0,20,0,0,10,6.0,13.969747735842585,10.38,0,"Filer with declared annual income PKR 4,229,142 | Monthly utility consumption: Max bill PKR 10,970 | Entity Resolution Warning: 1 asset records registered under conflicting name variations (Benami risk)"
35208-4783488-4,Ali Bajwa,Multan,0,20,0,0,10,6.0,13.969747735842585,10.38,0,"Filer with declared annual income PKR 2,994,671 | Monthly utility consumption: Max bill PKR 12,221 | Entity Resolution Warning: 1 asset records registered under conflicting name variations (Benami risk)"
35204-4297736-4,Abdullah Bajwa,Lahore,0,20,0,0,10,6.0,13.969747735842585,10.38,0,"Filer with declared annual income PKR 3,356,105 | Monthly utility consumption: Max bill PKR 12,460 | Entity Resolution Warning: 1 asset records registered under conflicting name variations (Benami risk)"
35208-1666739-3,Ahmed Akhtar,Faisalabad,0,20,0,0,10,6.0,13.969747735842585,10.38,0,"Filer with declared annual income PKR 2,780,971 | Monthly utility consumption: Max bill PKR 19,950 | Entity Resolution Warning: 1 asset records registered under conflicting name variations (Benami risk)"
35207-8021301-2,Ali Ali,Lahore,0,20,0,0,10,6.0,13.969747735842585,10.38,0,"Filer with declared annual income PKR 3,844,424 | Monthly utility consumption: Max bill PKR 4,704 | Entity Resolution Warning: 1 asset records registered under conflicting name variations (Benami risk)"
35206-4333361-5,Abdullah Mahmood,Multan,0,20,0,0,10,6.0,13.969747735842585,10.38,0,"Filer with declared annual income PKR 3,502,687 | Monthly utility consumption: Max bill PKR 20,112 | Entity Resolution Warning: 1 asset records registered under conflicting name variations (Benami risk)"
35203-1896683-8,Noman Ali,Lahore,0,20,0,0,10,6.0,13.969747735842585,10.38,0,"Filer with declared annual income PKR 3,710,057 | Monthly utility consumption: Max bill PKR 6,272 | Entity Resolution Warning: 1 asset records registered under conflicting name variations (Benami risk)"
35206-3807517-2,Umar Sheikh,Lahore,0,20,0,0,10,6.0,13.969747735842585,10.38,0,"Filer with declared annual income PKR 4,728,389 | Monthly utility consumption: Max bill PKR 23,161 | Entity Resolution Warning: 1 asset records registered under conflicting name variations (Benami risk)"
35201-3919870-7,Shahzaib Butt,Lahore,0,20,0,0,10,6.0,13.969747735842585,10.38,0,"Filer with declared annual income PKR 2,100,804 | Monthly utility consumption: Max bill PKR 3,992 | Entity Resolution Warning: 1 asset records registered under conflicting name variations (Benami risk)"
35209-4090094-7,Abdullah Nawaz,Lahore,0,20,0,0,10,6.0,13.969747735842585,10.38,0,"Filer with declared annual income PKR 4,889,413 | Monthly utility consumption: Max bill PKR 14,392 | Entity Resolution Warning: 1 asset records registered under conflicting name variations (Benami risk)"
35205-7146013-6,Shahzaib Akhtar,Islamabad,0,20,0,0,10,6.0,13.969747735842585,10.38,0,"Filer with declared annual income PKR 4,009,727 | Monthly utility consumption: Max bill PKR 6,681 | Entity Resolution Warning: 1 asset records registered under conflicting name variations (Benami risk)"
35203-9322611-2,Yasir Butt,Multan,0,20,0,0,10,6.0,13.969747735842585,10.38,0,"Filer with declared annual income PKR 3,704,020 | Monthly utility consumption: Max bill PKR 18,339 | Entity Resolution Warning: 1 asset records registered under conflicting name variations (Benami risk)"
35205-8563580-2,Yasir Mehmood,Islamabad,0,20,0,0,10,6.0,13.969747735842585,10.38,0,"Filer with declared annual income PKR 4,446,665 | Monthly utility consumption: Max bill PKR 10,059 | Entity Resolution Warning: 1 asset records registered under conflicting name variations (Benami risk)"
35206-2908822-8,Farhan Mahmood,Rawalpindi,0,20,0,0,10,6.0,13.969747735842585,10.38,0,"Filer with declared annual income PKR 3,362,228 | Monthly utility consumption: Max bill PKR 16,712 | Entity Resolution Warning: 1 asset records registered under conflicting name variations (Benami risk)"
35202-1368936-4,Waqas Qureshi,Karachi,0,20,0,0,10,6.0,13.969747735842585,10.38,0,"Filer with declared annual income PKR 4,510,857 | Monthly utility consumption: Max bill PKR 3,280 | Entity Resolution Warning: 1 asset records registered under conflicting name variations (Benami risk)"
35205-8432024-7,Osman Mahmood,Karachi,0,20,0,0,10,6.0,13.969747735842585,10.38,0,"Filer with declared annual income PKR 3,903,940 | Monthly utility consumption: Max bill PKR 11,034 | Entity Resolution Warning: 1 asset records registered under conflicting name variations (Benami risk)"
35209-2428312-6,Osman Ahmed,Karachi,0,20,0,0,10,6.0,13.969747735842585,10.38,0,"Filer with declared annual income PKR 4,240,960 | Monthly utility consumption: Max bill PKR 19,216 | Entity Resolution Warning: 1 asset records registered under conflicting name variations (Benami risk)"
35203-7037113-4,Salman Nawaz,Rawalpindi,0,20,0,0,10,6.0,13.969747735842585,10.38,0,"Filer with declared annual income PKR 3,612,428 | Monthly utility consumption: Max bill PKR 4,473 | Entity Resolution Warning: 1 asset records registered under conflicting name variations (Benami risk)"
35209-6030983-6,Ali Bajwa,Rawalpindi,0,20,0,0,10,6.0,13.969747735842585,10.38,0,"Filer with declared annual income PKR 2,002,357 | Monthly utility consumption: Max bill PKR 24,789 | Entity Resolution Warning: 1 asset records registered under conflicting name variations (Benami risk)"
35205-4103371-8,Junaid Bajwa,Lahore,0,20,0,0,10,6.0,13.969747735842585,10.38,0,"Filer with declared annual income PKR 4,561,777 | Monthly utility consumption: Max bill PKR 14,978 | Entity Resolution Warning: 1 asset records registered under conflicting name variations (Benami risk)"
35202-1333925-4,Osman Raza,Multan,0,20,0,0,10,6.0,13.969747735842585,10.38,0,"Filer with declared annual income PKR 3,282,586 | Monthly utility consumption: Max bill PKR 23,492 | Entity Resolution Warning: 1 asset records registered under conflicting name variations (Benami risk)"
35206-5645964-1,Bilal Akhtar,Multan,0,20,0,0,10,6.0,13.969747735842585,10.38,0,"Filer with declared annual income PKR 2,354,561 | Monthly utility consumption: Max bill PKR 9,557 | Entity Resolution Warning: 1 asset records registered under conflicting name variations (Benami risk)"
35207-1496469-1,Osman Nawaz,Faisalabad,0,20,0,0,10,6.0,13.969747735842585,10.38,0,"Filer with declared annual income PKR 4,963,122 | Monthly utility consumption: Max bill PKR 17,097 | Entity Resolution Warning: 1 asset records registered under conflicting name variations (Benami risk)"
35204-7400267-6,Waqas Khan,Faisalabad,0,20,0,0,10,6.0,13.969747735842585,10.38,0,"Filer with declared annual income PKR 1,642,713 | Monthly utility consumption: Max bill PKR 3,470 | Entity Resolution Warning: 1 asset records registered under conflicting name variations (Benami risk)"
35208-4486173-2,Asad Qureshi,Lahore,0,20,0,0,10,6.0,13.969747735842585,10.38,0,"Filer with declared annual income PKR 4,326,455 | Monthly utility consumption: Max bill PKR 22,093 | Entity Resolution Warning: 1 asset records registered under conflicting name variations (Benami risk)"
35204-1274818-9,Faisal Ahmed,Multan,0,20,0,0,10,6.0,13.969747735842585,10.38,0,"Filer with declared annual income PKR 4,325,917 | Monthly utility consumption: Max bill PKR 15,578 | Entity Resolution Warning: 1 asset records registered under conflicting name variations (Benami risk)"
35205-7094896-8,Salman Zafar,Karachi,0,20,0,0,10,6.0,13.969747735842585,10.38,0,"Filer with declared annual income PKR 4,531,007 | Monthly utility consumption: Max bill PKR 21,226 | Entity Resolution Warning: 1 asset records registered under conflicting name variations (Benami risk)"
35205-6633142-9,Rizwan Ahmed,Faisalabad,0,20,0,0,10,6.0,13.969747735842585,10.38,0,"Filer with declared annual income PKR 3,044,531 | Monthly utility consumption: Max bill PKR 14,682 | Entity Resolution Warning: 1 asset records registered under conflicting name variations (Benami risk)"
35205-9450974-3,Junaid Ahmed,Rawalpindi,0,20,0,0,10,6.0,13.969747735842585,10.38,0,"Filer with declared annual income PKR 3,103,192 | Monthly utility consumption: Max bill PKR 11,587 | Entity Resolution Warning: 1 asset records registered under conflicting name variations (Benami risk)"
35204-9038162-6,Waqas Zafar,Faisalabad,0,20,0,0,10,6.0,13.969747735842585,10.38,0,"Filer with declared annual income PKR 4,866,631 | Monthly utility consumption: Max bill PKR 24,143 | Entity Resolution Warning: 1 asset records registered under conflicting name variations (Benami risk)"
35208-7033287-8,Osman Iqbal,Lahore,0,20,0,0,10,6.0,13.969747735842585,10.38,0,"Filer with declared annual income PKR 4,491,951 | Monthly utility consumption: Max bill PKR 22,164 | Entity Resolution Warning: 1 asset records registered under conflicting name variations (Benami risk)"
35205-6879852-4,Umar Zafar,Islamabad,0,20,0,0,10,6.0,13.969747735842585,10.38,0,"Filer with declared annual income PKR 4,346,314 | Monthly utility consumption: Max bill PKR 18,911 | Entity Resolution Warning: 1 asset records registered under conflicting name variations (Benami risk)"
35205-1480206-1,Faisal Qureshi,Islamabad,0,20,0,0,10,6.0,13.969747735842585,10.38,0,"Filer with declared annual income PKR 4,804,767 | Monthly utility consumption: Max bill PKR 5,506 | Entity Resolution Warning: 1 asset records registered under conflicting name variations (Benami risk)"
35205-2309506-2,Yasir Mahmood,Rawalpindi,0,20,0,0,10,6.0,13.969747735842585,10.38,0,"Filer with declared annual income PKR 3,961,980 | Monthly utility consumption: Max bill PKR 13,700 | Entity Resolution Warning: 1 asset records registered under conflicting name variations (Benami risk)"
35204-6287390-2,Ali Iqbal,Faisalabad,0,20,0,0,10,6.0,13.969747735842585,10.38,0,"Filer with declared annual income PKR 3,047,262 | Monthly utility consumption: Max bill PKR 10,604 | Entity Resolution Warning: 1 asset records registered under conflicting name variations (Benami risk)"
35207-3021696-4,Shahzaib Mahmood,Multan,0,20,0,0,10,6.0,13.969747735842585,10.38,0,"Filer with declared annual income PKR 4,871,675 | Monthly utility consumption: Max bill PKR 11,952 | Entity Resolution Warning: 1 asset records registered under conflicting name variations (Benami risk)"
35204-8282529-1,Faisal Raza,Lahore,0,20,0,0,10,6.0,13.969747735842585,10.38,0,"Filer with declared annual income PKR 4,557,818 | Monthly utility consumption: Max bill PKR 20,803 | Entity Resolution Warning: 1 asset records registered under conflicting name variations (Benami risk)"
35209-4829934-2,Noman Khan,Faisalabad,0,20,0,0,10,6.0,13.969747735842585,10.38,0,"Filer with declared annual income PKR 4,260,255 | Monthly utility consumption: Max bill PKR 10,073 | Entity Resolution Warning: 1 asset records registered under conflicting name variations (Benami risk)"
35205-6488195-3,Bilal Sheikh,Multan,0,20,0,0,10,6.0,13.969747735842585,10.38,0,"Filer with declared annual income PKR 3,958,617 | Monthly utility consumption: Max bill PKR 20,166 | Entity Resolution Warning: 1 asset records registered under conflicting name variations (Benami risk)"
35208-9108339-7,Faisal Bajwa,Faisalabad,0,20,0,0,10,6.0,13.969747735842585,10.38,0,"Filer with declared annual income PKR 3,369,595 | Monthly utility consumption: Max bill PKR 13,542 | Entity Resolution Warning: 1 asset records registered under conflicting name variations (Benami risk)"
35208-2056008-1,Tariq Mehmood,Islamabad,0,20,0,0,10,6.0,13.969747735842585,10.38,0,"Filer with declared annual income PKR 2,694,344 | Monthly utility consumption: Max bill PKR 23,378 | Entity Resolution Warning: 1 asset records registered under conflicting name variations (Benami risk)"
35205-1155576-1,Tariq Akhtar,Islamabad,0,20,0,0,10,6.0,13.969747735842585,10.38,0,"Filer with declared annual income PKR 2,862,023 | Monthly utility consumption: Max bill PKR 19,401 | Entity Resolution Warning: 1 asset records registered under conflicting name variations (Benami risk)"
35205-7479305-8,Asad Dar,Karachi,0,20,0,0,10,6.0,13.969747735842585,10.38,0,"Filer with declared annual income PKR 4,018,531 | Monthly utility consumption: Max bill PKR 20,126 | Entity Resolution Warning: 1 asset records registered under conflicting name variations (Benami risk)"
35209-9129778-9,Shahzaib Khan,Faisalabad,0,20,0,0,10,6.0,13.969747735842585,10.38,0,"Filer with declared annual income PKR 3,155,248 | Monthly utility consumption: Max bill PKR 15,763 | Entity Resolution Warning: 1 asset records registered under conflicting name variations (Benami risk)"
